Date,Target,Source
9 September 1915,Diarmuid Lynch,Tom Clarke
9 September 1915,John MacBride,Tom Clarke
9 September 1915,Diarmuid Lynch,John MacBride
9 September 1915,Charles Wyse Power,Tom Clarke
9 September 1915,Seán T. O'Kelly,Tom Clarke
9 September 1915,Charles Wyse Power,Seán T. O'Kelly
9 September 1915,John O'Mahony,Tom Clarke
9 September 1915,J.J. Buggy,Tom Clarke
9 September 1915,J.J. Buggy,John O'Mahony
9 September 1915,Tom Clarke,William O'Leary Curtis
9 September 1915,James Murray,Tom Clarke
9 September 1915,James Murray,William O'Leary Curtis
9 September 1915,Irish Volunteers,Piaras Béaslaí
10 September 1915,Thomas Byrne,Tom Clarke
10 September 1915,Seán T. O'Kelly,Tom Clarke
10 September 1915,Tom Clarke,William O'Leary Curtis
10 September 1915,M.W. O'Reilly,Tom Clarke
10 September 1915,M.W. O'Reilly,William O'Leary Curtis
10 September 1915,Bulmer Hobson,Seán T. O'Kelly
10 September 1915,Diarmuid Lynch,Seán T. O'Kelly
10 September 1915,Bulmer Hobson,Diarmuid Lynch
10 September 1915,John MacBride,Tom Clarke
10 September 1915,Cathal Kickham,Tom Clarke
10 September 1915,Ben Parsons,Tom Clarke
10 September 1915,Seán McGarry,Tom Clarke
10 September 1915,James Stritch,Tom Clarke
10 September 1915,Cathal Kickham,John MacBride
10 September 1915,Ben Parsons,John MacBride
10 September 1915,John MacBride,Seán McGarry
10 September 1915,James Stritch,John MacBride
10 September 1915,Ben Parsons,Cathal Kickham
10 September 1915,Cathal Kickham,Seán McGarry
10 September 1915,Cathal Kickham,James Stritch
10 September 1915,Ben Parsons,Seán McGarry
10 September 1915,Ben Parsons,James Stritch
10 September 1915,James Stritch,Seán McGarry
11 September 1915,Thomas Byrne,Tom Clarke
11 September 1915,J.J. Buggy,Tom Clarke
11 September 1915,Piaras Béaslaí,Tom Clarke
11 September 1915,Seán McGarry,Tom Clarke
11 September 1915,M.W. O'Reilly,Tom Clarke
11 September 1915,Seán McGarry,M.W. O'Reilly
11 September 1915,John O'Dea,John O'Hurley
12 September 1915,Charles Wyse Power,Tom Clarke
12 September 1915,Michael McGinn,Tom Clarke
12 September 1915,Charles Wyse Power,Michael McGinn
12 September 1915,Terence MacSwiney,Tom Clarke
12 September 1915,Piaras Béaslaí,Tom Clarke
12 September 1915,Constance Markievicz,Tom Clarke
12 September 1915,John MacBride,Tom Clarke
12 September 1915,Patrick Hughes,Tom Clarke
12 September 1915,Tom Clarke,Éamonn Ceannt
12 September 1915,John O'Dea,Tom Clarke
12 September 1915,Thomas Byrne,Tom Clarke
12 September 1915,Seán T. O'Kelly,Tom Clarke
12 September 1915,Piaras Béaslaí,Terence MacSwiney
12 September 1915,Constance Markievicz,Terence MacSwiney
12 September 1915,John MacBride,Terence MacSwiney
12 September 1915,Patrick Hughes,Terence MacSwiney
12 September 1915,Terence MacSwiney,Éamonn Ceannt
12 September 1915,John O'Dea,Terence MacSwiney
12 September 1915,Terence MacSwiney,Thomas Byrne
12 September 1915,Seán T. O'Kelly,Terence MacSwiney
12 September 1915,Constance Markievicz,Piaras Béaslaí
12 September 1915,John MacBride,Piaras Béaslaí
12 September 1915,Patrick Hughes,Piaras Béaslaí
12 September 1915,Piaras Béaslaí,Éamonn Ceannt
12 September 1915,John O'Dea,Piaras Béaslaí
12 September 1915,Piaras Béaslaí,Thomas Byrne
12 September 1915,Piaras Béaslaí,Seán T. O'Kelly
12 September 1915,Constance Markievicz,John MacBride
12 September 1915,Constance Markievicz,Patrick Hughes
12 September 1915,Constance Markievicz,Éamonn Ceannt
12 September 1915,Constance Markievicz,John O'Dea
12 September 1915,Constance Markievicz,Thomas Byrne
12 September 1915,Constance Markievicz,Seán T. O'Kelly
12 September 1915,John MacBride,Patrick Hughes
12 September 1915,John MacBride,Éamonn Ceannt
12 September 1915,John MacBride,John O'Dea
12 September 1915,John MacBride,Thomas Byrne
12 September 1915,John MacBride,Seán T. O'Kelly
12 September 1915,Patrick Hughes,Éamonn Ceannt
12 September 1915,John O'Dea,Patrick Hughes
12 September 1915,Patrick Hughes,Thomas Byrne
12 September 1915,Patrick Hughes,Seán T. O'Kelly
12 September 1915,John O'Dea,Éamonn Ceannt
12 September 1915,Thomas Byrne,Éamonn Ceannt
12 September 1915,Seán T. O'Kelly,Éamonn Ceannt
12 September 1915,John O'Dea,Thomas Byrne
12 September 1915,John O'Dea,Seán T. O'Kelly
12 September 1915,Seán T. O'Kelly,Thomas Byrne
12 September 1915,Bulmer Hobson,Laurence Ginnell
12 September 1915,Eoin MacNeill,Laurence Ginnell
12 September 1915,Laurence Ginnell,The O'Rahilly
12 September 1915,Laurence Ginnell,P.H. Pearse
12 September 1915,Laurence Ginnell,Éamonn Ceannt
12 September 1915,J. O'Connor,Laurence Ginnell
12 September 1915,Frank Lawless,Laurence Ginnell
12 September 1915,Laurence Ginnell,Patrick Hughes
12 September 1915,John Fitzgibbon,Laurence Ginnell
12 September 1915,Laurence Ginnell,Terence MacSwiney
12 September 1915,Bulmer Hobson,Eoin MacNeill
12 September 1915,Bulmer Hobson,The O'Rahilly
12 September 1915,Bulmer Hobson,P.H. Pearse
12 September 1915,Bulmer Hobson,Éamonn Ceannt
12 September 1915,Bulmer Hobson,J. O'Connor
12 September 1915,Bulmer Hobson,Frank Lawless
12 September 1915,Bulmer Hobson,Patrick Hughes
12 September 1915,Bulmer Hobson,John Fitzgibbon
12 September 1915,Bulmer Hobson,Terence MacSwiney
12 September 1915,Eoin MacNeill,The O'Rahilly
12 September 1915,Eoin MacNeill,P.H. Pearse
12 September 1915,Eoin MacNeill,Éamonn Ceannt
12 September 1915,Eoin MacNeill,J. O'Connor
12 September 1915,Eoin MacNeill,Frank Lawless
12 September 1915,Eoin MacNeill,Patrick Hughes
12 September 1915,Eoin MacNeill,John Fitzgibbon
12 September 1915,Eoin MacNeill,Terence MacSwiney
12 September 1915,P.H. Pearse,The O'Rahilly
12 September 1915,The O'Rahilly,Éamonn Ceannt
12 September 1915,J. O'Connor,The O'Rahilly
12 September 1915,Frank Lawless,The O'Rahilly
12 September 1915,Patrick Hughes,The O'Rahilly
12 September 1915,John Fitzgibbon,The O'Rahilly
12 September 1915,Terence MacSwiney,The O'Rahilly
12 September 1915,P.H. Pearse,Éamonn Ceannt
12 September 1915,J. O'Connor,P.H. Pearse
12 September 1915,Frank Lawless,P.H. Pearse
12 September 1915,P.H. Pearse,Patrick Hughes
12 September 1915,John Fitzgibbon,P.H. Pearse
12 September 1915,P.H. Pearse,Terence MacSwiney
12 September 1915,J. O'Connor,Éamonn Ceannt
12 September 1915,Frank Lawless,Éamonn Ceannt
12 September 1915,Patrick Hughes,Éamonn Ceannt
12 September 1915,John Fitzgibbon,Éamonn Ceannt
12 September 1915,Terence MacSwiney,Éamonn Ceannt
12 September 1915,Frank Lawless,J. O'Connor
12 September 1915,J. O'Connor,Patrick Hughes
12 September 1915,J. O'Connor,John Fitzgibbon
12 September 1915,J. O'Connor,Terence MacSwiney
12 September 1915,Frank Lawless,Patrick Hughes
12 September 1915,Frank Lawless,John Fitzgibbon
12 September 1915,Frank Lawless,Terence MacSwiney
12 September 1915,John Fitzgibbon,Patrick Hughes
12 September 1915,Patrick Hughes,Terence MacSwiney
12 September 1915,John Fitzgibbon,Terence MacSwiney
14 September 1915,Thomas Byrne,Tom Clarke
14 September 1915,John O'Mahony,Tom Clarke
14 September 1915,Con Colbert,Tom Clarke
14 September 1915,Seán Milroy,Tom Clarke
14 September 1915,J.J. Buggy,Tom Clarke
14 September 1915,Frank McCabe,Tom Clarke
14 September 1915,J.J. Buggy,Seán Milroy
14 September 1915,Frank McCabe,Seán Milroy
14 September 1915,Frank McCabe,J.J. Buggy
14 September 1915,Gerald Griffin,J.J. Walsh
15 September 1915,Diarmuid Lynch,Tom Clarke
15 September 1915,Thomas Byrne,Tom Clarke
15 September 1915,Piaras Béaslaí,Tom Clarke
15 September 1915,Seán McGarry,Tom Clarke
15 September 1915,Seán McGarry,Piaras Béaslaí
15 September 1915,Tom Clarke,William O'Leary Curtis
15 September 1915,Ben Parsons,Tom Clarke
15 September 1915,J. O'Connor,Tom Clarke
15 September 1915,Ben Parsons,William O'Leary Curtis
15 September 1915,J. O'Connor,William O'Leary Curtis
15 September 1915,James Murray,Tom Clarke
15 September 1915,P.H. Pearse,The O'Rahilly
15 September 1915,The O'Rahilly,Thomas MacDonagh
15 September 1915,The O'Rahilly,Éamon De Valera
15 September 1915,Herbert Mellows,The O'Rahilly
15 September 1915,P.H. Pearse,Thomas MacDonagh
15 September 1915,P.H. Pearse,Éamon De Valera
15 September 1915,Herbert Mellows,P.H. Pearse
15 September 1915,Thomas MacDonagh,Éamon De Valera
15 September 1915,Herbert Mellows,Thomas MacDonagh
15 September 1915,Herbert Mellows,Éamon De Valera
16 September 1915,Seán McGarry,Tom Clarke
16 September 1915,Thomas Byrne,Tom Clarke
16 September 1915,Tom Clarke,William O'Leary Curtis
16 September 1915,James Murray,Tom Clarke
16 September 1915,Thomas Byrne,William O'Leary Curtis
16 September 1915,James Murray,Thomas Byrne
16 September 1915,James Murray,William O'Leary Curtis
16 September 1915,John MacBride,Tom Clarke
16 September 1915,John MacBride,Victor Collins
16 September 1915,Henry Dixon,Victor Collins
16 September 1915,Henry Dixon,John MacBride
17 September 1915,Thomas Byrne,Tom Clarke
17 September 1915,Seán McGarry,Tom Clarke
17 September 1915,J. O'Connor,Tom Clarke
17 September 1915,Tom Clarke,William O'Leary Curtis
17 September 1915,Tom Clarke,Victor Collins
17 September 1915,Victor Collins,William O'Leary Curtis
17 September 1915,Charles Wyse Power,Seán McGarry
17 September 1915,George Irvine,Thomas Byrne
17 September 1915,James Stritch,Thomas Byrne
17 September 1915,George Irvine,James Stritch
18 September 1915,Seán MacDiarmada,Tom Clarke
18 September 1915,Thomas Byrne,Tom Clarke
18 September 1915,Joseph McGuinness,Tom Clarke
18 September 1915,Ben Parsons,Tom Clarke
18 September 1915,Piaras Béaslaí,Tom Clarke
18 September 1915,Seán T. O'Kelly,Tom Clarke
18 September 1915,John O'Mahony,Tom Clarke
18 September 1915,The O'Rahilly,Tom Clarke
18 September 1915,John MacBride,Tom Clarke
18 September 1915,Seán MacDiarmada,Thomas Byrne
18 September 1915,Joseph McGuinness,Seán MacDiarmada
18 September 1915,Ben Parsons,Seán MacDiarmada
18 September 1915,Piaras Béaslaí,Seán MacDiarmada
18 September 1915,Seán MacDiarmada,Seán T. O'Kelly
18 September 1915,John O'Mahony,Seán MacDiarmada
18 September 1915,Seán MacDiarmada,The O'Rahilly
18 September 1915,John MacBride,Seán MacDiarmada
18 September 1915,Joseph McGuinness,Thomas Byrne
18 September 1915,Ben Parsons,Thomas Byrne
18 September 1915,Piaras Béaslaí,Thomas Byrne
18 September 1915,Seán T. O'Kelly,Thomas Byrne
18 September 1915,John O'Mahony,Thomas Byrne
18 September 1915,The O'Rahilly,Thomas Byrne
18 September 1915,John MacBride,Thomas Byrne
18 September 1915,Ben Parsons,Joseph McGuinness
18 September 1915,Joseph McGuinness,Piaras Béaslaí
18 September 1915,Joseph McGuinness,Seán T. O'Kelly
18 September 1915,John O'Mahony,Joseph McGuinness
18 September 1915,Joseph McGuinness,The O'Rahilly
18 September 1915,John MacBride,Joseph McGuinness
18 September 1915,Ben Parsons,Piaras Béaslaí
18 September 1915,Ben Parsons,Seán T. O'Kelly
18 September 1915,Ben Parsons,John O'Mahony
18 September 1915,Ben Parsons,The O'Rahilly
18 September 1915,Ben Parsons,John MacBride
18 September 1915,Piaras Béaslaí,Seán T. O'Kelly
18 September 1915,John O'Mahony,Piaras Béaslaí
18 September 1915,Piaras Béaslaí,The O'Rahilly
18 September 1915,John MacBride,Piaras Béaslaí
18 September 1915,John O'Mahony,Seán T. O'Kelly
18 September 1915,Seán T. O'Kelly,The O'Rahilly
18 September 1915,John MacBride,Seán T. O'Kelly
18 September 1915,John O'Mahony,The O'Rahilly
18 September 1915,John MacBride,John O'Mahony
18 September 1915,John MacBride,The O'Rahilly
18 September 1915,Seán Milroy,Tom Clarke
18 September 1915,J.J. Buggy,Tom Clarke
18 September 1915,J.J. Buggy,Seán Milroy
18 September 1915,Herbert Mellows,Michael O'Hanrahan
19 September 1915,J.J. Buggy,Tom Clarke
19 September 1915,Michael McGinn,Tom Clarke
19 September 1915,M.W. O'Reilly,Tom Clarke
19 September 1915,J.J. Buggy,Michael McGinn
19 September 1915,J.J. Buggy,M.W. O'Reilly
19 September 1915,M.W. O'Reilly,Michael McGinn
20 September 1915,Seán MacDiarmada,Tom Clarke
20 September 1915,Seán McGarry,Tom Clarke
20 September 1915,John MacBride,Tom Clarke
20 September 1915,Seán T. O'Kelly,Tom Clarke
20 September 1915,Con Colbert,Tom Clarke
20 September 1915,Tom Clarke,William O'Leary Curtis
20 September 1915,Seán McGarry,Seán MacDiarmada
20 September 1915,John MacBride,Seán MacDiarmada
20 September 1915,Seán MacDiarmada,Seán T. O'Kelly
20 September 1915,Con Colbert,Seán MacDiarmada
20 September 1915,Seán MacDiarmada,William O'Leary Curtis
20 September 1915,John MacBride,Seán McGarry
20 September 1915,Seán McGarry,Seán T. O'Kelly
20 September 1915,Con Colbert,Seán McGarry
20 September 1915,Seán McGarry,William O'Leary Curtis
20 September 1915,John MacBride,Seán T. O'Kelly
20 September 1915,Con Colbert,John MacBride
20 September 1915,John MacBride,William O'Leary Curtis
20 September 1915,Con Colbert,Seán T. O'Kelly
20 September 1915,Seán T. O'Kelly,William O'Leary Curtis
20 September 1915,Con Colbert,William O'Leary Curtis
20 September 1915,Patrick Tobin,Tom Clarke
20 September 1915,James Stritch,Tom Clarke
20 September 1915,J.J. Buggy,Tom Clarke
20 September 1915,J.J. Buggy,James Stritch
20 September 1915,Piaras Béaslaí,Tom Clarke
20 September 1915,J.J. McCabe,Tom Clarke
20 September 1915,J.J. McCabe,Piaras Béaslaí
20 September 1915,Herbert Mellows,Michael O'Hanrahan
20 September 1915,J.J. Walsh,Seán T. O'Kelly
21 September 1915,Seán MacDiarmada,Tom Clarke
21 September 1915,Thomas Byrne,Tom Clarke
21 September 1915,Seán MacDiarmada,Thomas Byrne
21 September 1915,Seán McGarry,Tom Clarke
21 September 1915,Joseph McGuinness,Tom Clarke
21 September 1915,Con Colbert,Tom Clarke
21 September 1915,Frank Fahy,Tom Clarke
21 September 1915,Con Colbert,Frank Fahy
21 September 1915,Tom Clarke,William O'Leary Curtis
21 September 1915,James Murray,Tom Clarke
21 September 1915,Tom Clarke,Éamonn Ceannt
21 September 1915,James Murray,William O'Leary Curtis
21 September 1915,William O'Leary Curtis,Éamonn Ceannt
21 September 1915,James Murray,Éamonn Ceannt
21 September 1915,Piaras Béaslaí,Tom Clarke
21 September 1915,Seán MacDiarmada,The O'Rahilly
21 September 1915,Herbert Mellows,The O'Rahilly
21 September 1915,Herbert Mellows,Seán MacDiarmada
21 September 1915,J.J. Walsh,Thomas Byrne
22 September 1915,Thomas Byrne,Tom Clarke
22 September 1915,Seán McGarry,Tom Clarke
22 September 1915,Seán MacDiarmada,Tom Clarke
22 September 1915,Seán McGarry,Seán MacDiarmada
22 September 1915,John MacBride,Tom Clarke
22 September 1915,Patrick Ryan,Tom Clarke
22 September 1915,George Irvine,Tom Clarke
22 September 1915,T.J. Sheehan,Tom Clarke
22 September 1915,Herbert Mellows,The O'Rahilly
22 September 1915,The O'Rahilly,Éamon De Valera
22 September 1915,John Fitzgibbon,The O'Rahilly
22 September 1915,J. O'Connor,The O'Rahilly
22 September 1915,The O'Rahilly,Éamonn Ceannt
22 September 1915,The O'Rahilly,Thomas MacDonagh
22 September 1915,Patrick Ryan,The O'Rahilly
22 September 1915,Michael O'Hanrahan,The O'Rahilly
22 September 1915,Con Colbert,The O'Rahilly
22 September 1915,Piaras Béaslaí,The O'Rahilly
22 September 1915,Seán Milroy,The O'Rahilly
22 September 1915,Herbert Mellows,Éamon De Valera
22 September 1915,Herbert Mellows,John Fitzgibbon
22 September 1915,Herbert Mellows,J. O'Connor
22 September 1915,Herbert Mellows,Éamonn Ceannt
22 September 1915,Herbert Mellows,Thomas MacDonagh
22 September 1915,Herbert Mellows,Patrick Ryan
22 September 1915,Herbert Mellows,Michael O'Hanrahan
22 September 1915,Con Colbert,Herbert Mellows
22 September 1915,Herbert Mellows,Piaras Béaslaí
22 September 1915,Herbert Mellows,Seán Milroy
22 September 1915,John Fitzgibbon,Éamon De Valera
22 September 1915,J. O'Connor,Éamon De Valera
22 September 1915,Éamon De Valera,Éamonn Ceannt
22 September 1915,Thomas MacDonagh,Éamon De Valera
22 September 1915,Patrick Ryan,Éamon De Valera
22 September 1915,Michael O'Hanrahan,Éamon De Valera
22 September 1915,Con Colbert,Éamon De Valera
22 September 1915,Piaras Béaslaí,Éamon De Valera
22 September 1915,Seán Milroy,Éamon De Valera
22 September 1915,J. O'Connor,John Fitzgibbon
22 September 1915,John Fitzgibbon,Éamonn Ceannt
22 September 1915,John Fitzgibbon,Thomas MacDonagh
22 September 1915,John Fitzgibbon,Patrick Ryan
22 September 1915,John Fitzgibbon,Michael O'Hanrahan
22 September 1915,Con Colbert,John Fitzgibbon
22 September 1915,John Fitzgibbon,Piaras Béaslaí
22 September 1915,John Fitzgibbon,Seán Milroy
22 September 1915,J. O'Connor,Éamonn Ceannt
22 September 1915,J. O'Connor,Thomas MacDonagh
22 September 1915,J. O'Connor,Patrick Ryan
22 September 1915,J. O'Connor,Michael O'Hanrahan
22 September 1915,Con Colbert,J. O'Connor
22 September 1915,J. O'Connor,Piaras Béaslaí
22 September 1915,J. O'Connor,Seán Milroy
22 September 1915,Thomas MacDonagh,Éamonn Ceannt
22 September 1915,Patrick Ryan,Éamonn Ceannt
22 September 1915,Michael O'Hanrahan,Éamonn Ceannt
22 September 1915,Con Colbert,Éamonn Ceannt
22 September 1915,Piaras Béaslaí,Éamonn Ceannt
22 September 1915,Seán Milroy,Éamonn Ceannt
22 September 1915,Patrick Ryan,Thomas MacDonagh
22 September 1915,Michael O'Hanrahan,Thomas MacDonagh
22 September 1915,Con Colbert,Thomas MacDonagh
22 September 1915,Piaras Béaslaí,Thomas MacDonagh
22 September 1915,Seán Milroy,Thomas MacDonagh
22 September 1915,Michael O'Hanrahan,Patrick Ryan
22 September 1915,Con Colbert,Patrick Ryan
22 September 1915,Patrick Ryan,Piaras Béaslaí
22 September 1915,Patrick Ryan,Seán Milroy
22 September 1915,Con Colbert,Michael O'Hanrahan
22 September 1915,Michael O'Hanrahan,Piaras Béaslaí
22 September 1915,Michael O'Hanrahan,Seán Milroy
22 September 1915,Con Colbert,Piaras Béaslaí
22 September 1915,Con Colbert,Seán Milroy
22 September 1915,Piaras Béaslaí,Seán Milroy
23 September 1915,Seán McGarry,Tom Clarke
23 September 1915,Thomas Byrne,Tom Clarke
23 September 1915,Seán McGarry,Thomas Byrne
23 September 1915,Frank Fahy,Tom Clarke
23 September 1915,Con Colbert,Tom Clarke
23 September 1915,Con Colbert,Frank Fahy
23 September 1915,J. O'Connor,Tom Clarke
23 September 1915,Herbert Mellows,The O'Rahilly
23 September 1915,Michael O'Hanrahan,The O'Rahilly
23 September 1915,Herbert Mellows,Michael O'Hanrahan
23 September 1915,Peter Hourihan,Seán MacDiarmada
24 September 1915,Thomas Byrne,Tom Clarke
24 September 1915,Seán McGarry,Tom Clarke
24 September 1915,James Murray,Tom Clarke
24 September 1915,John O'Mahony,Tom Clarke
24 September 1915,James Murray,John O'Mahony
24 September 1915,Michael O'Hanrahan,Tom Clarke
24 September 1915,J.J. Walsh,Thomas Byrne
24 September 1915,John MacBride,Seán McGarry
24 September 1915,John MacBride,John O'Mahony
24 September 1915,James Murray,John MacBride
24 September 1915,James Stritch,John MacBride
24 September 1915,Seán McGarry,John O'Mahony
24 September 1915,James Murray,Seán McGarry
24 September 1915,James Stritch,Seán McGarry
24 September 1915,James Murray,John O'Mahony
24 September 1915,James Stritch,John O'Mahony
24 September 1915,James Murray,James Stritch
25 September 1915,Thomas Byrne,Tom Clarke
25 September 1915,Frank Fahy,Tom Clarke
25 September 1915,Tom Clarke,William O'Leary Curtis
25 September 1915,Frank Fahy,William O'Leary Curtis
25 September 1915,James Murray,Tom Clarke
25 September 1915,James Brennan,Éamonn Ceannt
25 September 1915,Seán T. O'Kelly,Tom Clarke
25 September 1915,Hugh O'Hehir,Tom Clarke
25 September 1915,Hugh O'Hehir,Seán T. O'Kelly
26 September 1915,J. O'Connor,Michael McGinn
26 September 1915,Ben Parsons,J. O'Connor
26 September 1915,Ben Parsons,Michael McGinn
28 September 1915,Patrick Tobin,Tom Clarke
28 September 1915,Seán MacDiarmada,Tom Clarke
28 September 1915,Seán T. O'Kelly,Tom Clarke
28 September 1915,Seán MacDiarmada,Seán T. O'Kelly
28 September 1915,Seán McGarry,Tom Clarke
28 September 1915,Piaras Béaslaí,Tom Clarke
28 September 1915,James Murray,Tom Clarke
28 September 1915,James Stritch,Tom Clarke
28 September 1915,Tom Clarke,William O'Leary Curtis
29 September 1915,Ben Parsons,Tom Clarke
29 September 1915,Tom Clarke,William O'Leary Curtis
29 September 1915,Ben Parsons,William O'Leary Curtis
29 September 1915,Joseph McGuinness,Tom Clarke
29 September 1915,Seán MacDiarmada,Tom Clarke
